PLAYER_NAME,TEAM_NAME,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,LOC_X,LOC_Y,SHOT_MADE_FLAG,GAME_DATE
Cal Bowdler,Atlanta Hawks,Center(C),Less Than 8 ft.,1,3,1,19991102
Cal Bowdler,Atlanta Hawks,Right Side(R),8-16 ft.,115,5,1,19991113
Cal Bowdler,Atlanta Hawks,Left Side(L),8-16 ft.,-66,68,1,19991218
Cal Bowdler,Atlanta Hawks,Right Side(R),8-16 ft.,134,46,1,19991229
Cal Bowdler,Atlanta Hawks,Right Side(R),8-16 ft.,154,2,1,20000119
Cal Bowdler,Atlanta Hawks,Right Side(R),8-16 ft.,132,25,1,20000119
Cal Bowdler,Atlanta Hawks,Right Side(R),8-16 ft.,138,31,1,20000125
Cal Bowdler,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-111,164,1,20000208
Cal Bowdler,Atlanta Hawks,Center(C),Less Than 8 ft.,-3,70,1,20000309
Cal Bowdler,Atlanta Hawks,Center(C),Less Than 8 ft.,-68,29,1,20000330
Cal Bowdler,Atlanta Hawks,Left Side(L),8-16 ft.,-149,23,1,20000330
Cal Bowdler,Atlanta Hawks,Right Side(R),8-16 ft.,147,1,1,20000330
Cal Bowdler,Atlanta Hawks,Left Side(L),8-16 ft.,-121,1,1,20000401
Cal Bowdler,Atlanta Hawks,Left Side(L),16-24 ft.,-190,-3,1,20000404
Cal Bowdler,Atlanta Hawks,Center(C),Less Than 8 ft.,46,1,1,20000405
Cal Bowdler,Atlanta Hawks,Left Side(L),16-24 ft.,-162,-31,1,20000405
Cal Bowdler,Atlanta Hawks,Left Side(L),8-16 ft.,-121,5,1,20000407
Cal Bowdler,Atlanta Hawks,Right Side(R),16-24 ft.,192,40,1,20000408
Cal Bowdler,Atlanta Hawks,Center(C),Less Than 8 ft.,-12,5,1,20000408
Cal Bowdler,Atlanta Hawks,Center(C),Less Than 8 ft.,-3,-16,1,20000408
Cal Bowdler,Atlanta Hawks,Left Side(L),16-24 ft.,-175,-3,1,20000412
Cal Bowdler,Atlanta Hawks,Left Side(L),8-16 ft.,-121,-3,1,20000412
Cal Bowdler,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-121,128,1,20000412
Cal Bowdler,Atlanta Hawks,Right Side(R),8-16 ft.,87,104,1,20000412
Cal Bowdler,Atlanta Hawks,Center(C),Less Than 8 ft.,-74,16,1,20000414
Cal Bowdler,Atlanta Hawks,Left Side(L),8-16 ft.,-128,3,1,20000414
Cal Bowdler,Atlanta Hawks,Left Side(L),16-24 ft.,-169,25,1,20000419
Cal Bowdler,Atlanta Hawks,Center(C),Less Than 8 ft.,5,14,1,20000419
Chris Crawford,Atlanta Hawks,Center(C),Less Than 8 ft.,8,70,1,19991102
Chris Crawford,Atlanta Hawks,Center(C),Less Than 8 ft.,20,3,1,19991102
Chris Crawford,Atlanta Hawks,Center(C),Less Than 8 ft.,-55,46,1,19991106
Chris Crawford,Atlanta Hawks,Left Side(L),16-24 ft.,-182,40,1,19991106
Chris Crawford,Atlanta Hawks,Center(C),Less Than 8 ft.,-8,1,1,19991110
Chris Crawford,Atlanta Hawks,Right Side(R),8-16 ft.,158,1,1,19991110
Chris Crawford,Atlanta Hawks,Right Side Center(RC),24+ ft.,192,141,1,19991110
Chris Crawford,Atlanta Hawks,Center(C),Less Than 8 ft.,55,40,1,19991110
Chris Crawford,Atlanta Hawks,Center(C),Less Than 8 ft.,-1,1,1,19991110
Chris Crawford,Atlanta Hawks,Center(C),Less Than 8 ft.,18,12,1,19991110
Chris Crawford,Atlanta Hawks,Center(C),8-16 ft.,-14,151,1,19991110
Chris Crawford,Atlanta Hawks,Right Side(R),16-24 ft.,179,23,1,19991113
Chris Crawford,Atlanta Hawks,Left Side(L),16-24 ft.,-190,1,1,19991113
Chris Crawford,Atlanta Hawks,Right Side(R),8-16 ft.,113,81,1,19991123
Chris Crawford,Atlanta Hawks,Left Side(L),8-16 ft.,-89,40,1,19991130
Chris Crawford,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-121,145,1,19991204
Chris Crawford,Atlanta Hawks,Right Side(R),8-16 ft.,98,5,1,19991204
Chris Crawford,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-70,160,1,19991210
Chris Crawford,Atlanta Hawks,Left Side Center(LC),24+ ft.,-173,177,1,19991210
Chris Crawford,Atlanta Hawks,Left Side Center(LC),24+ ft.,-166,201,1,19991210
Chris Crawford,Atlanta Hawks,Center(C),Less Than 8 ft.,-1,5,1,19991211
Chris Crawford,Atlanta Hawks,Center(C),Less Than 8 ft.,5,1,1,19991211
Chris Crawford,Atlanta Hawks,Center(C),Less Than 8 ft.,20,33,1,19991222
Chris Crawford,Atlanta Hawks,Center(C),Less Than 8 ft.,-3,12,1,19991222
Chris Crawford,Atlanta Hawks,Center(C),Less Than 8 ft.,3,5,1,19991222
Chris Crawford,Atlanta Hawks,Right Side(R),8-16 ft.,132,3,1,19991230
Chris Crawford,Atlanta Hawks,Left Side(L),8-16 ft.,-83,27,1,19991230
Chris Crawford,Atlanta Hawks,Left Side(L),8-16 ft.,-61,87,1,20000104
Chris Crawford,Atlanta Hawks,Left Side(L),16-24 ft.,-171,12,1,20000105
Chris Crawford,Atlanta Hawks,Center(C),Less Than 8 ft.,-40,46,1,20000107
Chris Crawford,Atlanta Hawks,Right Side Center(RC),24+ ft.,149,199,1,20000208
Chris Crawford,Atlanta Hawks,Center(C),Less Than 8 ft.,1,51,1,20000218
Chris Crawford,Atlanta Hawks,Left Side(L),16-24 ft.,-177,-16,1,20000225
Chris Crawford,Atlanta Hawks,Center(C),24+ ft.,-3,254,1,20000225
Chris Crawford,Atlanta Hawks,Center(C),16-24 ft.,-3,214,1,20000226
Chris Crawford,Atlanta Hawks,Right Side Center(RC),16-24 ft.,81,173,1,20000226
Chris Crawford,Atlanta Hawks,Left Side(L),16-24 ft.,-197,-10,1,20000228
Chris Crawford,Atlanta Hawks,Right Side Center(RC),16-24 ft.,111,147,1,20000306
Chris Crawford,Atlanta Hawks,Center(C),Less Than 8 ft.,-12,74,1,20000307
Chris Crawford,Atlanta Hawks,Center(C),Less Than 8 ft.,23,1,1,20000314
Chris Crawford,Atlanta Hawks,Right Side Center(RC),24+ ft.,194,158,1,20000314
Chris Crawford,Atlanta Hawks,Center(C),Less Than 8 ft.,-18,68,1,20000317
Chris Crawford,Atlanta Hawks,Center(C),Less Than 8 ft.,-70,10,1,20000317
Chris Crawford,Atlanta Hawks,Left Side(L),16-24 ft.,-162,-29,1,20000322
Chris Crawford,Atlanta Hawks,Right Side(R),16-24 ft.,194,-18,1,20000322
Chris Crawford,Atlanta Hawks,Right Side(R),16-24 ft.,173,-1,1,20000322
Chris Crawford,Atlanta Hawks,Left Side(L),8-16 ft.,-134,-40,1,20000322
Chris Crawford,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-79,175,1,20000324
Chris Crawford,Atlanta Hawks,Center(C),Less Than 8 ft.,-79,-5,1,20000324
Chris Crawford,Atlanta Hawks,Center(C),24+ ft.,5,246,1,20000324
Dion Glover,Atlanta Hawks,Right Side Center(RC),24+ ft.,128,218,1,19991208
Dion Glover,Atlanta Hawks,Center(C),24+ ft.,-8,254,1,20000119
Dion Glover,Atlanta Hawks,Right Side Center(RC),24+ ft.,186,173,1,20000304
Dion Glover,Atlanta Hawks,Right Side Center(RC),16-24 ft.,104,130,1,20000304
Dion Glover,Atlanta Hawks,Right Side Center(RC),16-24 ft.,89,147,1,20000306
Dion Glover,Atlanta Hawks,Right Side Center(RC),16-24 ft.,128,149,1,20000317
Dion Glover,Atlanta Hawks,Center(C),Less Than 8 ft.,1,57,1,20000321
Dion Glover,Atlanta Hawks,Center(C),Less Than 8 ft.,53,33,1,20000321
Dion Glover,Atlanta Hawks,Left Side Center(LC),24+ ft.,-177,169,1,20000322
Dion Glover,Atlanta Hawks,Right Side(R),24+ ft.,233,-36,1,20000324
Dion Glover,Atlanta Hawks,Right Side Center(RC),24+ ft.,190,169,1,20000328
Dion Glover,Atlanta Hawks,Right Side Center(RC),24+ ft.,149,297,1,20000401
Dion Glover,Atlanta Hawks,Center(C),Less Than 8 ft.,-44,66,1,20000404
Dion Glover,Atlanta Hawks,Left Side Center(LC),24+ ft.,-147,222,1,20000404
Dion Glover,Atlanta Hawks,Center(C),24+ ft.,10,250,1,20000405
Dion Glover,Atlanta Hawks,Right Side Center(RC),16-24 ft.,89,177,1,20000405
Dion Glover,Atlanta Hawks,Right Side Center(RC),24+ ft.,216,141,1,20000407
Dion Glover,Atlanta Hawks,Right Side Center(RC),16-24 ft.,134,173,1,20000408
Dion Glover,Atlanta Hawks,Center(C),Less Than 8 ft.,1,1,1,20000408
Dion Glover,Atlanta Hawks,Center(C),Less Than 8 ft.,16,-10,1,20000408
Dion Glover,Atlanta Hawks,Center(C),Less Than 8 ft.,1,-10,1,20000408
Dion Glover,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-94,184,1,20000410
Dion Glover,Atlanta Hawks,Center(C),Less Than 8 ft.,8,12,1,20000410
Dion Glover,Atlanta Hawks,Right Side Center(RC),16-24 ft.,85,177,1,20000412
Dion Glover,Atlanta Hawks,Right Side Center(RC),24+ ft.,147,224,1,20000414
Dion Glover,Atlanta Hawks,Right Side Center(RC),24+ ft.,123,214,1,20000416
Dion Glover,Atlanta Hawks,Center(C),Less Than 8 ft.,-8,3,1,20000419
Dion Glover,Atlanta Hawks,Center(C),8-16 ft.,-14,121,1,20000419
Dion Glover,Atlanta Hawks,Center(C),Less Than 8 ft.,-29,18,1,20000419
Roshown McLeod,Atlanta Hawks,Center(C),16-24 ft.,-12,205,1,19991102
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-89,21,1,19991102
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,89,109,1,19991102
Roshown McLeod,Atlanta Hawks,Center(C),24+ ft.,38,372,1,19991102
Roshown McLeod,Atlanta Hawks,Center(C),16-24 ft.,8,190,1,19991102
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,113,76,1,19991102
Roshown McLeod,Atlanta Hawks,Center(C),8-16 ft.,27,143,1,19991102
Roshown McLeod,Atlanta Hawks,Center(C),Less Than 8 ft.,1,-1,1,19991102
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-143,57,1,19991104
Roshown McLeod,Atlanta Hawks,Center(C),Less Than 8 ft.,46,23,1,19991104
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-134,1,1,19991104
Roshown McLeod,Atlanta Hawks,Right Side Center(RC),16-24 ft.,91,186,1,19991104
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-70,51,1,19991106
Roshown McLeod,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-81,151,1,19991110
Roshown McLeod,Atlanta Hawks,Center(C),Less Than 8 ft.,27,1,1,19991110
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-96,51,1,19991113
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-113,-5,1,19991114
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,143,40,1,19991116
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-134,63,1,19991116
Roshown McLeod,Atlanta Hawks,Center(C),8-16 ft.,-12,115,1,19991116
Roshown McLeod,Atlanta Hawks,Center(C),8-16 ft.,1,98,1,19991116
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-70,70,1,19991116
Roshown McLeod,Atlanta Hawks,Center(C),Less Than 8 ft.,70,12,1,19991116
Roshown McLeod,Atlanta Hawks,Right Side Center(RC),16-24 ft.,113,121,1,19991116
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-59,55,1,19991119
Roshown McLeod,Atlanta Hawks,Center(C),Less Than 8 ft.,1,48,1,19991119
Roshown McLeod,Atlanta Hawks,Left Side(L),16-24 ft.,-162,21,1,19991119
Roshown McLeod,Atlanta Hawks,Center(C),16-24 ft.,-10,224,1,19991119
Roshown McLeod,Atlanta Hawks,Center(C),8-16 ft.,-1,151,1,19991119
Roshown McLeod,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-106,162,1,19991120
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,156,18,1,19991120
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,143,12,1,19991120
Roshown McLeod,Atlanta Hawks,Right Side(R),16-24 ft.,171,93,1,19991120
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,128,87,1,19991120
Roshown McLeod,Atlanta Hawks,Center(C),8-16 ft.,70,124,1,19991124
Roshown McLeod,Atlanta Hawks,Center(C),Less Than 8 ft.,42,31,1,19991126
Roshown McLeod,Atlanta Hawks,Center(C),8-16 ft.,27,124,1,19991126
Roshown McLeod,Atlanta Hawks,Right Side(R),16-24 ft.,134,93,1,19991127
Roshown McLeod,Atlanta Hawks,Right Side Center(RC),16-24 ft.,113,141,1,19991127
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,98,76,1,19991127
Roshown McLeod,Atlanta Hawks,Center(C),8-16 ft.,16,136,1,19991130
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,102,5,1,19991130
Roshown McLeod,Atlanta Hawks,Center(C),Less Than 8 ft.,46,25,1,20000129
Roshown McLeod,Atlanta Hawks,Center(C),Less Than 8 ft.,40,33,1,20000205
Roshown McLeod,Atlanta Hawks,Right Side Center(RC),16-24 ft.,121,149,1,20000205
Roshown McLeod,Atlanta Hawks,Center(C),Less Than 8 ft.,5,5,1,20000205
Roshown McLeod,Atlanta Hawks,Center(C),Less Than 8 ft.,12,5,1,20000205
Roshown McLeod,Atlanta Hawks,Center(C),8-16 ft.,5,158,1,20000209
Roshown McLeod,Atlanta Hawks,Right Side(R),16-24 ft.,169,29,1,20000209
Roshown McLeod,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-113,134,1,20000209
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-130,61,1,20000218
Roshown McLeod,Atlanta Hawks,Center(C),Less Than 8 ft.,35,68,1,20000218
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-141,3,1,20000304
Roshown McLeod,Atlanta Hawks,Center(C),8-16 ft.,-40,154,1,20000306
Roshown McLeod,Atlanta Hawks,Left Side(L),16-24 ft.,-158,57,1,20000309
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-143,53,1,20000309
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,98,23,1,20000309
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,98,18,1,20000309
Roshown McLeod,Atlanta Hawks,Center(C),Less Than 8 ft.,-48,23,1,20000309
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,134,76,1,20000309
Roshown McLeod,Atlanta Hawks,Left Side(L),16-24 ft.,-166,36,1,20000311
Roshown McLeod,Atlanta Hawks,Left Side(L),16-24 ft.,-143,89,1,20000311
Roshown McLeod,Atlanta Hawks,Center(C),8-16 ft.,-33,141,1,20000311
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,46,66,1,20000311
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-76,124,1,20000311
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,113,5,1,20000314
Roshown McLeod,Atlanta Hawks,Left Side(L),16-24 ft.,-162,-3,1,20000314
Roshown McLeod,Atlanta Hawks,Center(C),16-24 ft.,-6,186,1,20000314
Roshown McLeod,Atlanta Hawks,Center(C),Less Than 8 ft.,8,-3,1,20000314
Roshown McLeod,Atlanta Hawks,Left Side(L),16-24 ft.,-156,81,1,20000315
Roshown McLeod,Atlanta Hawks,Center(C),8-16 ft.,-12,134,1,20000315
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-141,5,1,20000315
Roshown McLeod,Atlanta Hawks,Right Side Center(RC),16-24 ft.,83,145,1,20000315
Roshown McLeod,Atlanta Hawks,Left Side Center(LC),24+ ft.,-192,162,1,20000315
Roshown McLeod,Atlanta Hawks,Left Side(L),16-24 ft.,-173,46,1,20000317
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,98,51,1,20000317
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,149,16,1,20000321
Roshown McLeod,Atlanta Hawks,Right Side Center(RC),16-24 ft.,119,149,1,20000321
Roshown McLeod,Atlanta Hawks,Right Side(R),16-24 ft.,164,-5,1,20000324
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-102,21,1,20000324
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-115,-36,1,20000324
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,126,27,1,20000324
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-126,3,1,20000325
Roshown McLeod,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-96,173,1,20000325
Roshown McLeod,Atlanta Hawks,Center(C),Less Than 8 ft.,68,10,1,20000325
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-113,33,1,20000328
Roshown McLeod,Atlanta Hawks,Center(C),8-16 ft.,-1,98,1,20000328
Roshown McLeod,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-128,98,1,20000328
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,117,12,1,20000330
Roshown McLeod,Atlanta Hawks,Center(C),8-16 ft.,12,93,1,20000330
Roshown McLeod,Atlanta Hawks,Center(C),8-16 ft.,-44,98,1,20000330
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,106,18,1,20000401
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-89,44,1,20000404
Roshown McLeod,Atlanta Hawks,Center(C),Less Than 8 ft.,-51,33,1,20000404
Roshown McLeod,Atlanta Hawks,Center(C),8-16 ft.,27,83,1,20000404
Roshown McLeod,Atlanta Hawks,Left Side(L),8-16 ft.,-61,53,1,20000405
Roshown McLeod,Atlanta Hawks,Center(C),Less Than 8 ft.,53,57,1,20000405
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,123,16,1,20000414
Roshown McLeod,Atlanta Hawks,Right Side(R),8-16 ft.,123,16,1,20000416
Roshown McLeod,Atlanta Hawks,Center(C),Less Than 8 ft.,78,3,1,20000416
Roshown McLeod,Atlanta Hawks,Right Side Center(RC),16-24 ft.,123,119,1,20000416
Roshown McLeod,Atlanta Hawks,Center(C),Less Than 8 ft.,63,14,1,20000419
Roshown McLeod,Atlanta Hawks,Center(C),Less Than 8 ft.,12,14,1,20000419
Drew Barry,Atlanta Hawks,Center(C),16-24 ft.,-48,220,1,20000401
Drew Barry,Atlanta Hawks,Left Side Center(LC),24+ ft.,-166,192,1,20000401
Drew Barry,Atlanta Hawks,Left Side Center(LC),24+ ft.,-173,177,1,20000407
Drew Barry,Atlanta Hawks,Left Side Center(LC),24+ ft.,-203,143,1,20000410
Drew Barry,Atlanta Hawks,Left Side Center(LC),24+ ft.,-169,218,1,20000419
Bimbo Coles,Atlanta Hawks,Center(C),Less Than 8 ft.,8,3,1,19991102
Bimbo Coles,Atlanta Hawks,Right Side(R),8-16 ft.,98,115,1,19991102
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-119,100,1,19991102
Bimbo Coles,Atlanta Hawks,Center(C),Less Than 8 ft.,14,-1,1,19991102
Bimbo Coles,Atlanta Hawks,Left Side(L),16-24 ft.,-197,51,1,19991104
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-113,100,1,19991104
Bimbo Coles,Atlanta Hawks,Center(C),Less Than 8 ft.,-3,51,1,19991104
Bimbo Coles,Atlanta Hawks,Right Side(R),8-16 ft.,119,23,1,19991104
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-158,23,1,19991104
Bimbo Coles,Atlanta Hawks,Right Side(R),8-16 ft.,156,27,1,19991104
Bimbo Coles,Atlanta Hawks,Center(C),8-16 ft.,-3,85,1,19991106
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-70,74,1,19991106
Bimbo Coles,Atlanta Hawks,Center(C),Less Than 8 ft.,-76,10,1,19991106
Bimbo Coles,Atlanta Hawks,Center(C),8-16 ft.,-3,98,1,19991106
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-151,25,1,19991108
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-151,42,1,19991108
Bimbo Coles,Atlanta Hawks,Center(C),Less Than 8 ft.,-57,42,1,19991108
Bimbo Coles,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-151,115,1,19991108
Bimbo Coles,Atlanta Hawks,Right Side(R),8-16 ft.,123,53,1,19991108
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-96,1,1,19991110
Bimbo Coles,Atlanta Hawks,Center(C),Less Than 8 ft.,5,-10,1,19991110
Bimbo Coles,Atlanta Hawks,Center(C),Less Than 8 ft.,5,16,1,19991110
Bimbo Coles,Atlanta Hawks,Right Side(R),8-16 ft.,149,5,1,19991110
Bimbo Coles,Atlanta Hawks,Center(C),Less Than 8 ft.,12,1,1,19991110
Bimbo Coles,Atlanta Hawks,Right Side(R),8-16 ft.,100,113,1,19991110
Bimbo Coles,Atlanta Hawks,Right Side(R),16-24 ft.,149,96,1,19991110
Bimbo Coles,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-74,145,1,19991110
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-117,40,1,19991110
Bimbo Coles,Atlanta Hawks,Center(C),8-16 ft.,40,106,1,19991110
Bimbo Coles,Atlanta Hawks,Right Side(R),8-16 ft.,115,-3,1,19991113
Bimbo Coles,Atlanta Hawks,Center(C),Less Than 8 ft.,53,25,1,19991114
Bimbo Coles,Atlanta Hawks,Right Side(R),8-16 ft.,143,5,1,19991116
Bimbo Coles,Atlanta Hawks,Center(C),Less Than 8 ft.,78,8,1,19991119
Bimbo Coles,Atlanta Hawks,Center(C),16-24 ft.,-8,179,1,19991119
Bimbo Coles,Atlanta Hawks,Center(C),8-16 ft.,-3,102,1,19991119
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-85,5,1,19991119
Bimbo Coles,Atlanta Hawks,Center(C),8-16 ft.,3,158,1,19991119
Bimbo Coles,Atlanta Hawks,Right Side(R),8-16 ft.,136,8,1,19991119
Bimbo Coles,Atlanta Hawks,Right Side(R),16-24 ft.,160,10,1,19991119
Bimbo Coles,Atlanta Hawks,Right Side(R),8-16 ft.,156,12,1,19991120
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-128,57,1,19991120
Bimbo Coles,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-85,179,1,19991120
Bimbo Coles,Atlanta Hawks,Right Side(R),16-24 ft.,134,93,1,19991120
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-143,29,1,19991120
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-134,12,1,19991123
Bimbo Coles,Atlanta Hawks,Right Side(R),8-16 ft.,119,1,1,19991123
Bimbo Coles,Atlanta Hawks,Right Side(R),16-24 ft.,192,51,1,19991124
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-132,5,1,19991124
Bimbo Coles,Atlanta Hawks,Left Side(L),16-24 ft.,-171,38,1,19991126
Bimbo Coles,Atlanta Hawks,Left Side(L),16-24 ft.,-158,27,1,19991126
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-143,42,1,19991126
Bimbo Coles,Atlanta Hawks,Right Side(R),16-24 ft.,164,14,1,19991126
Bimbo Coles,Atlanta Hawks,Left Side(L),16-24 ft.,-158,61,1,19991126
Bimbo Coles,Atlanta Hawks,Left Side(L),24+ ft.,-231,10,1,19991126
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-128,12,1,19991127
Bimbo Coles,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-121,128,1,19991127
Bimbo Coles,Atlanta Hawks,Right Side(R),16-24 ft.,164,1,1,19991127
Bimbo Coles,Atlanta Hawks,Right Side(R),16-24 ft.,162,18,1,19991130
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-141,46,1,19991130
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-128,42,1,19991202
Bimbo Coles,Atlanta Hawks,Right Side(R),8-16 ft.,113,40,1,19991204
Bimbo Coles,Atlanta Hawks,Right Side(R),8-16 ft.,149,1,1,19991204
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-70,98,1,19991204
Bimbo Coles,Atlanta Hawks,Right Side(R),8-16 ft.,134,1,1,19991204
Bimbo Coles,Atlanta Hawks,Right Side Center(RC),16-24 ft.,98,156,1,19991208
Bimbo Coles,Atlanta Hawks,Right Side Center(RC),16-24 ft.,88,183,1,19991208
Bimbo Coles,Atlanta Hawks,Right Side Center(RC),16-24 ft.,76,173,1,19991208
Bimbo Coles,Atlanta Hawks,Center(C),16-24 ft.,1,201,1,19991210
Bimbo Coles,Atlanta Hawks,Right Side(R),16-24 ft.,171,16,1,19991210
Bimbo Coles,Atlanta Hawks,Right Side(R),8-16 ft.,91,68,1,19991210
Bimbo Coles,Atlanta Hawks,Center(C),8-16 ft.,-55,98,1,19991210
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-119,14,1,19991211
Bimbo Coles,Atlanta Hawks,Left Side Center(LC),24+ ft.,-104,222,1,19991211
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-113,36,1,19991211
Bimbo Coles,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-104,130,1,19991211
Bimbo Coles,Atlanta Hawks,Right Side(R),8-16 ft.,138,68,1,19991214
Bimbo Coles,Atlanta Hawks,Center(C),8-16 ft.,42,124,1,19991216
Bimbo Coles,Atlanta Hawks,Center(C),Less Than 8 ft.,-1,72,1,19991216
Bimbo Coles,Atlanta Hawks,Right Side(R),16-24 ft.,162,115,1,19991218
Bimbo Coles,Atlanta Hawks,Right Side Center(RC),16-24 ft.,108,136,1,19991218
Bimbo Coles,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-141,151,1,19991219
Bimbo Coles,Atlanta Hawks,Right Side Center(RC),16-24 ft.,164,139,1,19991219
Bimbo Coles,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-160,149,1,19991222
Bimbo Coles,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-76,171,1,19991222
Bimbo Coles,Atlanta Hawks,Center(C),8-16 ft.,12,149,1,19991222
Bimbo Coles,Atlanta Hawks,Center(C),Less Than 8 ft.,3,5,1,19991222
Bimbo Coles,Atlanta Hawks,Center(C),Less Than 8 ft.,-12,5,1,19991222
Bimbo Coles,Atlanta Hawks,Center(C),Less Than 8 ft.,12,-1,1,19991222
Bimbo Coles,Atlanta Hawks,Right Side(R),16-24 ft.,169,-8,1,19991227
Bimbo Coles,Atlanta Hawks,Right Side Center(RC),16-24 ft.,89,145,1,19991229
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-141,23,1,19991229
Bimbo Coles,Atlanta Hawks,Right Side(R),16-24 ft.,160,10,1,19991230
Bimbo Coles,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-76,160,1,19991230
Bimbo Coles,Atlanta Hawks,Left Side(L),8-16 ft.,-48,72,1,19991230
Bimbo Coles,Atlanta Hawks,Center(C),Less Than 8 ft.,-3,48,1,20000104
Bimbo Coles,Atlanta Hawks,Right Side(R),8-16 ft.,117,10,1,20000104
