PLAYER_NAME,TEAM_NAME,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,LOC_X,LOC_Y,SHOT_MADE_FLAG,GAME_DATE
Al Horford,Atlanta Hawks,Right Side(R),16-24 ft.,187,69,1,20091107
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,147,52,1,20091107
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,39,69,1,20091107
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,-15,83,1,20091111
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,4,64,1,20091111
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-73,20,1,20091111
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,86,78,1,20091113
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,20,-2,1,20091113
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,2,9,1,20091113
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,18,-5,1,20091114
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,50,108,1,20091114
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-30,25,1,20091114
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,20,4,1,20091114
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,26,48,1,20091116
Al Horford,Atlanta Hawks,Right Side(R),24+ ft.,236,34,1,20091116
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,28,3,1,20091116
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-5,67,1,20091116
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,-26,91,1,20091116
Al Horford,Atlanta Hawks,Right Side(R),16-24 ft.,166,31,1,20091118
Al Horford,Atlanta Hawks,Center(C),16-24 ft.,28,160,1,20091118
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-2,47,1,20091118
Al Horford,Atlanta Hawks,Right Side(R),16-24 ft.,155,50,1,20091118
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-136,64,1,20091118
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,77,6,1,20091120
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-150,1,1,20091120
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-11,33,1,20091120
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,6,44,1,20091120
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-2,60,1,20091121
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,4,55,1,20091127
Al Horford,Atlanta Hawks,Right Side(R),16-24 ft.,170,-5,1,20091127
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,-7,146,1,20091127
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,9,58,1,20091127
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,127,88,1,20091129
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,39,44,1,20091202
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,18,3,1,20091202
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,18,-2,1,20091202
Al Horford,Atlanta Hawks,Right Side(R),16-24 ft.,165,41,1,20091202
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,6,3,1,20091202
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-13,7,1,20091202
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,34,-2,1,20091202
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-147,31,1,20091202
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-8,37,1,20091202
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-29,28,1,20091204
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,23,4,1,20091204
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,51,23,1,20091204
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-5,61,1,20091204
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,-49,126,1,20091205
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,157,15,1,20091205
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-152,28,1,20091209
Al Horford,Atlanta Hawks,Center(C),16-24 ft.,15,164,1,20091209
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-19,1,1,20091209
Al Horford,Atlanta Hawks,Left Side(L),16-24 ft.,-164,19,1,20091211
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-30,66,1,20091211
Al Horford,Atlanta Hawks,Right Side(R),16-24 ft.,177,3,1,20091211
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,23,69,1,20091211
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,31,-8,1,20091213
Al Horford,Atlanta Hawks,Left Side(L),16-24 ft.,-185,45,1,20091213
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,141,75,1,20091213
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-18,30,1,20091213
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,-2,124,1,20091213
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-84,115,1,20091216
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,21,-2,1,20091216
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-152,22,1,20091216
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,42,7,1,20091216
Al Horford,Atlanta Hawks,Right Side Center(RC),16-24 ft.,111,127,1,20091218
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-7,47,1,20091218
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,18,-2,1,20091218
Al Horford,Atlanta Hawks,Right Side(R),16-24 ft.,184,47,1,20091218
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,24,-2,1,20091218
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,-65,116,1,20091219
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-95,41,1,20091219
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,26,37,1,20091222
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,1,42,1,20091222
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,54,26,1,20091222
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-113,14,1,20091223
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,49,63,1,20091223
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-123,30,1,20091223
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,151,3,1,20091226
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,21,96,1,20091226
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,34,64,1,20091226
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,6,7,1,20091226
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-11,64,1,20091226
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-8,-14,1,20091226
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-4,7,1,20091226
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-13,44,1,20091226
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,24,9,1,20091226
Al Horford,Atlanta Hawks,Left Side(L),16-24 ft.,-155,61,1,20091229
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,23,56,1,20091229
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,-29,151,1,20091230
Al Horford,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-76,142,1,20091230
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-60,45,1,20091230
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,26,-3,1,20100101
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,36,55,1,20100101
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-5,17,1,20100101
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,23,61,1,20100101
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,15,1,1,20100101
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,21,-3,1,20100101
Al Horford,Atlanta Hawks,Right Side Center(RC),16-24 ft.,72,173,1,20100101
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-21,75,1,20100101
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-19,37,1,20100104
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-144,31,1,20100106
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-16,12,1,20100106
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-2,20,1,20100106
Al Horford,Atlanta Hawks,Center(C),16-24 ft.,-38,170,1,20100108
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,4,66,1,20100108
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-146,25,1,20100108
Al Horford,Atlanta Hawks,Right Side(R),16-24 ft.,179,26,1,20100108
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,2,48,1,20100108
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-142,-11,1,20100109
Al Horford,Atlanta Hawks,Left Side(L),16-24 ft.,-164,1,1,20100109
Al Horford,Atlanta Hawks,Right Side Center(RC),16-24 ft.,152,135,1,20100111
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-79,22,1,20100111
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,31,1,1,20100113
Al Horford,Atlanta Hawks,Right Side Center(RC),16-24 ft.,146,115,1,20100113
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,7,105,1,20100113
Al Horford,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-81,159,1,20100115
Al Horford,Atlanta Hawks,Right Side(R),16-24 ft.,177,41,1,20100115
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,-11,89,1,20100115
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,28,45,1,20100115
Al Horford,Atlanta Hawks,Left Side(L),16-24 ft.,-163,75,1,20100115
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-16,-2,1,20100115
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-155,37,1,20100115
Al Horford,Atlanta Hawks,Right Side(R),16-24 ft.,174,26,1,20100115
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-147,22,1,20100115
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,77,44,1,20100118
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,24,-2,1,20100118
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,9,148,1,20100118
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-13,63,1,20100118
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,29,12,1,20100120
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-19,30,1,20100120
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,13,3,1,20100122
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,29,45,1,20100122
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,18,-6,1,20100122
Al Horford,Atlanta Hawks,Right Side(R),16-24 ft.,171,45,1,20100122
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-153,17,1,20100122
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,23,-3,1,20100122
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,20,93,1,20100122
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,50,41,1,20100125
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,92,22,1,20100125
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-111,19,1,20100125
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,-34,118,1,20100127
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-2,28,1,20100127
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,2,45,1,20100129
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,159,17,1,20100129
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,12,-3,1,20100129
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-116,77,1,20100129
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,31,33,1,20100129
Al Horford,Atlanta Hawks,Center(C),16-24 ft.,20,184,1,20100130
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-90,131,1,20100202
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,29,56,1,20100202
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,129,4,1,20100202
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-24,34,1,20100203
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,31,47,1,20100203
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,28,50,1,20100203
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,15,3,1,20100203
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,23,-2,1,20100203
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,9,41,1,20100205
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,7,41,1,20100205
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-37,42,1,20100205
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,-43,83,1,20100311
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,2,12,1,20100311
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,17,6,1,20100311
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,1,45,1,20100311
Al Horford,Atlanta Hawks,Right Side Center(RC),16-24 ft.,94,138,1,20100311
Al Horford,Atlanta Hawks,Right Side Center(RC),16-24 ft.,127,115,1,20100209
Al Horford,Atlanta Hawks,Right Side(R),16-24 ft.,170,25,1,20100209
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,32,143,1,20100209
Al Horford,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-122,113,1,20100210
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,58,1,1,20100210
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,17,97,1,20100210
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,86,17,1,20100210
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,56,91,1,20100217
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,72,37,1,20100217
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,7,88,1,20100217
Al Horford,Atlanta Hawks,Left Side(L),16-24 ft.,-152,107,1,20100219
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,26,69,1,20100219
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,135,1,1,20100219
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,24,34,1,20100221
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,6,-11,1,20100221
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-21,77,1,20100221
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,2,-2,1,20100221
Al Horford,Atlanta Hawks,Right Side(R),16-24 ft.,163,-14,1,20100221
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,15,3,1,20100221
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-13,14,1,20100221
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,7,4,1,20100221
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,108,28,1,20100221
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,97,41,1,20100222
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,12,93,1,20100222
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,127,-27,1,20100222
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-133,23,1,20100224
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,84,22,1,20100224
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,59,20,1,20100224
Al Horford,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-103,159,1,20100226
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-18,48,1,20100228
Al Horford,Atlanta Hawks,Center(C),16-24 ft.,10,194,1,20100228
Al Horford,Atlanta Hawks,Right Side(R),16-24 ft.,162,26,1,20100228
Al Horford,Atlanta Hawks,Left Side(L),16-24 ft.,-180,19,1,20100301
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,114,52,1,20100301
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-52,82,1,20100301
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-111,108,1,20100301
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,13,1,1,20100303
Al Horford,Atlanta Hawks,Center(C),16-24 ft.,15,162,1,20100303
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,21,64,1,20100305
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-2,44,1,20100305
Al Horford,Atlanta Hawks,Right Side Center(RC),16-24 ft.,155,118,1,20100305
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-144,15,1,20100305
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,-48,104,1,20100308
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,42,56,1,20100308
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,12,71,1,20100313
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,23,48,1,20100313
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-122,83,1,20100313
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,12,74,1,20100316
Al Horford,Atlanta Hawks,Right Side(R),16-24 ft.,140,101,1,20100316
Al Horford,Atlanta Hawks,Left Side(L),8-16 ft.,-62,63,1,20100316
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,23,12,1,20100317
Al Horford,Atlanta Hawks,Center(C),8-16 ft.,1,101,1,20100317
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,2,6,1,20100317
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,51,26,1,20100317
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-46,63,1,20100317
Al Horford,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-108,131,1,20100319
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-11,48,1,20100319
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,-11,66,1,20100319
Al Horford,Atlanta Hawks,Left Side(L),16-24 ft.,-160,23,1,20100321
Al Horford,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-116,132,1,20100321
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,45,71,1,20100322
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,23,28,1,20100322
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,111,115,1,20100322
Al Horford,Atlanta Hawks,Center(C),16-24 ft.,48,160,1,20100324
Al Horford,Atlanta Hawks,Center(C),16-24 ft.,-7,170,1,20100324
Al Horford,Atlanta Hawks,Right Side(R),16-24 ft.,166,31,1,20100324
Al Horford,Atlanta Hawks,Right Side Center(RC),16-24 ft.,65,159,1,20100324
Al Horford,Atlanta Hawks,Right Side(R),16-24 ft.,171,34,1,20100324
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,29,34,1,20100326
Al Horford,Atlanta Hawks,Center(C),16-24 ft.,-19,186,1,20100326
Al Horford,Atlanta Hawks,Left Side Center(LC),16-24 ft.,-98,137,1,20100328
Al Horford,Atlanta Hawks,Left Side(L),16-24 ft.,-169,64,1,20100328
Al Horford,Atlanta Hawks,Right Side(R),8-16 ft.,97,123,1,20100328
Al Horford,Atlanta Hawks,Center(C),16-24 ft.,-29,179,1,20100328
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,15,48,1,20100328
Al Horford,Atlanta Hawks,Right Side Center(RC),16-24 ft.,140,124,1,20100328
Al Horford,Atlanta Hawks,Left Side(L),16-24 ft.,-149,60,1,20100328
Al Horford,Atlanta Hawks,Left Side(L),16-24 ft.,-139,80,1,20100331
Al Horford,Atlanta Hawks,Left Side(L),16-24 ft.,-144,77,1,20100331
Al Horford,Atlanta Hawks,Left Side(L),16-24 ft.,-169,14,1,20100331
Al Horford,Atlanta Hawks,Center(C),Less Than 8 ft.,9,53,1,20100402
Al Horford,Atlanta Hawks,Center(C),16-24 ft.,-23,167,1,20100402
